tdb,tr,rh,v,wbgt,heat_index,age,weight,height,bmi,activity_level,met_w_m2,clo,acclimatized,hydration_status,hours_worked,worker_type,d_lim_t_re_raw,water_loss_g,t_re_final,t_sk_final,remaining_safe_min,hr_estimated,climate_zone,risk_label_int,risk_label,alert_color
38.91,50.2,27.73,3.33,30.042,38.912,31,48.9,171.0,16.71,heavy,200.0,0.47,1,mild,6.27,construction,29.0,6557.7,38.2,35.4,0.0,131.4,Semi_Arid,3,CRITICAL,red
33.23,38.98,59.75,4.78,28.483,40.019,30,69.7,173.4,23.18,heavy,200.0,0.6,1,dehydrated,6.16,construction,480.0,4892.6,37.9,34.4,44.59,128.9,Hot_Humid,1,MODERATE,yellow
32.81,36.14,83.46,4.37,30.704,49.142,46,70.4,169.7,24.47,heavy,200.0,0.61,0,mild,6.77,construction,480.0,5531.8,37.8,34.5,25.92,138.8,Hot_Humid,2,HIGH,orange
32.56,36.64,43.29,3.79,25.689,33.798,59,57.7,158.4,22.97,heavy,200.0,0.7,0,mild,6.12,road_work,480.0,3923.4,37.8,34.2,64.83,128.5,Semi_Arid,0,LOW,green
32.12,35.85,42.27,4.1,25.081,32.882,41,67.4,170.7,23.12,heavy,200.0,0.36,1,mild,6.56,tea_plantation,480.0,4049.5,37.9,33.9,103.38,127.9,Hot_Humid,0,LOW,green
36.67,39.08,75.43,2.4,33.69,60.825,25,62.3,178.5,19.55,heavy,200.0,0.42,0,dehydrated,6.36,construction,480.0,9269.6,37.8,35.4,0.0,154.1,Highland,3,CRITICAL,red
38.07,43.01,57.0,1.9,33.304,53.17,24,50.5,150.1,22.44,heavy,200.0,0.37,1,well,6.79,agriculture,480.0,6569.1,37.9,35.7,144.36,136.1,Composite,0,LOW,green
32.61,34.76,78.06,1.6,30.26,45.72,45,50.7,152.4,21.84,heavy,200.0,0.64,1,mild,6.71,fishing,480.0,4948.1,37.7,35.0,94.07,128.4,Hot_Humid,0,LOW,green
32.58,40.97,58.73,1.87,29.155,38.042,31,82.4,162.6,31.19,heavy,200.0,0.45,0,mild,6.38,brick_kiln,480.0,4717.3,37.9,35.1,49.13,135.4,Composite,1,MODERATE,yellow
35.66,40.91,41.45,2.36,28.8,38.963,39,67.5,174.4,22.19,heavy,200.0,0.38,1,mild,6.48,agriculture,480.0,5182.5,38.0,35.0,108.22,131.5,Hot_Humid,0,LOW,green
33.88,44.57,31.13,2.87,26.541,33.877,41,59.9,158.0,24.02,heavy,200.0,0.36,0,mild,6.21,quarry,480.0,4953.7,38.0,34.8,59.53,130.4,Semi_Arid,1,MODERATE,yellow
38.56,56.28,76.95,4.14,38.243,71.365,46,66.4,161.0,25.61,heavy,200.0,0.33,0,well,6.63,brick_kiln,21.0,8675.0,40.7,37.6,0.0,150.9,Hot_Dry,3,CRITICAL,red
40.27,46.68,56.61,2.93,35.254,60.834,55,51.2,184.4,15.06,heavy,200.0,0.3,1,mild,6.53,road_labor,480.0,7619.1,37.9,35.7,104.75,142.9,Composite,0,LOW,green
38.54,45.73,78.75,1.28,37.188,72.949,57,77.0,163.3,28.87,heavy,200.0,0.41,0,dehydrated,6.77,construction,22.0,8061.4,42.0,38.5,0.0,165.6,Semi_Arid,3,CRITICAL,red
40.56,43.31,51.96,1.05,34.671,58.163,32,80.6,159.1,31.84,heavy,200.0,0.4,0,dehydrated,6.53,road_labor,480.0,9319.2,37.9,36.0,0.0,158.4,Composite,3,CRITICAL,red
35.66,43.9,54.24,2.44,31.214,44.201,40,52.4,153.5,22.24,heavy,200.0,0.42,1,well,6.98,construction,480.0,5487.5,38.0,35.3,133.27,126.6,Semi_Arid,0,LOW,green
32.25,34.92,50.64,2.61,26.472,34.998,57,64.5,158.9,25.56,heavy,200.0,0.63,0,mild,6.57,construction,480.0,3782.4,37.8,34.5,37.92,134.1,Semi_Arid,1,MODERATE,yellow
34.9,47.29,30.99,2.02,27.965,34.896,55,77.8,183.2,23.18,heavy,200.0,0.48,1,mild,6.9,construction,480.0,5027.8,37.9,35.2,83.02,128.2,Semi_Arid,0,LOW,green
31.56,36.63,56.15,3.63,26.708,35.041,35,79.7,171.3,27.15,heavy,200.0,0.69,0,mild,6.53,construction,480.0,4307.2,37.9,34.5,40.25,139.4,Hot_Humid,1,MODERATE,yellow
34.68,50.0,62.03,3.37,32.451,45.063,44,47.3,176.9,15.13,heavy,200.0,0.66,1,dehydrated,6.4,brick_kiln,480.0,5786.1,37.9,35.3,30.15,137.0,Hot_Dry,1,MODERATE,yellow
34.03,39.1,79.51,1.57,32.397,52.061,23,83.0,178.5,26.07,heavy,200.0,0.47,0,mild,6.36,agriculture,480.0,6453.3,37.7,35.4,50.34,145.0,Hot_Humid,1,MODERATE,yellow
32.23,43.15,41.63,2.95,26.785,32.924,42,61.8,154.3,25.93,heavy,200.0,0.5,1,well,6.16,construction,480.0,4465.1,37.9,34.7,182.44,124.8,Composite,0,LOW,green
36.92,43.5,51.55,1.46,31.949,46.356,29,65.2,164.1,24.19,heavy,200.0,0.38,1,dehydrated,6.31,fishing,480.0,6046.0,37.9,35.7,35.2,132.9,Hot_Humid,1,MODERATE,yellow
36.28,53.73,62.32,2.88,34.56,50.403,46,74.0,175.0,24.18,heavy,200.0,0.42,1,dehydrated,6.66,agriculture,480.0,6529.4,37.9,35.8,14.46,155.2,Hot_Dry,2,HIGH,orange
34.04,45.08,47.95,5.03,28.672,37.806,44,72.1,162.7,27.22,heavy,200.0,0.6,0,well,6.32,construction,480.0,5008.0,38.0,34.5,100.8,130.5,Hot_Humid,0,LOW,green
36.62,40.14,77.01,2.88,33.911,61.825,20,75.2,166.3,27.21,heavy,200.0,0.61,1,well,6.29,construction,43.0,9311.1,39.3,36.1,0.0,129.5,Highland,3,CRITICAL,red
31.22,36.0,45.73,4.14,24.87,32.157,48,76.5,156.9,31.08,heavy,200.0,0.52,1,dehydrated,6.78,construction,480.0,3780.7,37.8,34.0,7.11,136.4,Hot_Humid,2,HIGH,orange
37.53,42.62,27.03,1.96,27.941,37.529,35,56.7,176.5,18.2,heavy,200.0,0.32,0,well,6.21,construction,37.0,5767.8,38.1,35.3,0.0,123.4,Semi_Arid,3,CRITICAL,red
38.19,45.16,29.73,3.83,28.84,38.192,42,59.2,174.8,19.37,heavy,200.0,0.47,1,mild,6.31,road_work,33.0,5966.3,38.1,34.9,0.0,136.3,Semi_Arid,3,CRITICAL,red
35.28,42.55,81.59,3.7,33.645,58.899,34,55.3,154.8,23.1,heavy,200.0,0.42,0,well,6.87,fishing,480.0,9263.9,37.9,35.1,68.05,142.8,Hot_Humid,0,LOW,green
38.01,50.85,68.51,3.25,35.946,61.363,28,57.9,167.2,20.7,heavy,200.0,0.47,1,mild,6.45,road_work,72.0,9326.9,38.5,36.1,0.0,143.8,Semi_Arid,3,CRITICAL,red
39.81,51.27,67.76,1.35,37.85,68.816,18,73.5,161.5,28.16,heavy,200.0,0.45,1,well,6.58,brick_kiln,26.0,9306.3,41.5,38.5,0.0,143.2,Hot_Dry,3,CRITICAL,red
32.18,36.81,81.06,1.66,30.653,45.488,56,80.9,162.0,30.84,heavy,200.0,0.32,1,dehydrated,6.4,agriculture,480.0,3991.4,37.7,34.9,29.84,142.1,Semi_Arid,2,HIGH,orange
33.25,48.74,84.09,3.8,33.563,51.348,43,59.8,155.8,24.66,heavy,200.0,0.47,1,well,6.25,construction,480.0,6093.0,37.8,35.2,177.12,144.3,Semi_Arid,0,LOW,green
34.84,42.99,58.27,1.03,31.394,43.776,47,76.2,165.9,27.69,heavy,200.0,0.51,0,mild,6.77,road_work,480.0,5885.8,37.8,35.5,25.75,150.4,Semi_Arid,2,HIGH,orange
34.59,47.06,62.49,3.76,31.743,45.02,26,54.1,163.6,20.2,heavy,200.0,0.55,1,mild,6.86,construction,480.0,5742.4,38.0,35.1,85.24,143.8,Hot_Dry,0,LOW,green
38.45,42.12,55.18,1.03,33.406,53.247,23,59.1,168.4,20.83,heavy,200.0,0.35,0,mild,6.4,road_work,480.0,7401.1,37.8,35.8,47.75,141.2,Semi_Arid,1,MODERATE,yellow
36.36,43.14,66.5,3.83,32.743,53.252,55,45.5,158.9,18.04,heavy,200.0,0.48,1,mild,6.1,fishing,480.0,6045.9,37.8,34.9,130.83,134.5,Hot_Humid,0,LOW,green
41.25,47.22,46.01,2.27,34.629,55.863,45,53.2,156.3,21.77,heavy,200.0,0.52,1,dehydrated,6.46,agriculture,480.0,7563.1,38.0,35.7,26.37,142.9,Hot_Dry,2,HIGH,orange
38.44,42.39,40.82,1.21,31.215,44.851,54,80.9,161.9,30.89,heavy,200.0,0.44,0,mild,6.96,agriculture,480.0,5707.5,37.9,35.5,14.67,143.4,Composite,2,HIGH,orange
31.93,36.39,79.38,1.1,30.359,43.849,31,69.0,151.2,30.19,heavy,200.0,0.35,1,mild,6.77,brick_kiln,480.0,4925.6,37.8,35.2,90.36,147.7,Composite,0,LOW,green
36.08,39.42,76.07,2.48,33.359,58.637,45,53.3,163.4,19.97,heavy,200.0,0.5,1,dehydrated,6.2,road_work,480.0,8235.6,37.7,35.2,41.79,137.1,Semi_Arid,1,MODERATE,yellow
32.99,38.86,48.34,1.2,27.9,35.808,27,73.5,157.1,29.79,heavy,200.0,0.62,1,dehydrated,6.66,construction,480.0,4985.9,37.9,35.2,14.66,135.3,Highland,2,HIGH,orange
30.86,41.33,28.61,1.12,24.103,30.86,45,63.6,167.8,22.59,heavy,200.0,0.65,0,mild,6.54,tea_plantation,480.0,4426.0,37.8,35.0,39.72,126.5,Highland,1,MODERATE,yellow
32.5,37.88,73.2,4.26,29.458,43.202,28,46.8,150.3,20.74,heavy,200.0,0.32,0,dehydrated,6.45,agriculture,480.0,4468.6,37.9,34.3,0.0,151.6,Hot_Humid,3,CRITICAL,red
33.44,35.42,58.99,3.73,28.465,40.269,47,56.0,172.1,18.9,heavy,200.0,0.56,0,mild,6.41,fishing,480.0,4373.1,37.9,34.4,47.28,135.9,Hot_Humid,1,MODERATE,yellow
35.99,43.78,64.45,0.96,33.205,50.667,37,66.8,163.0,25.14,heavy,200.0,0.31,0,mild,6.94,construction,480.0,7038.2,37.8,35.8,15.59,156.9,Semi_Arid,2,HIGH,orange
37.24,39.36,32.95,0.83,28.575,37.239,50,56.1,160.6,21.74,heavy,200.0,0.57,0,mild,6.23,road_labor,480.0,5430.5,37.8,35.2,58.19,129.7,Composite,1,MODERATE,yellow
34.46,42.76,84.72,3.73,33.403,57.217,18,48.1,181.8,14.54,heavy,200.0,0.53,1,dehydrated,6.57,tea_plantation,156.0,9267.5,38.1,35.2,0.0,147.1,Hot_Humid,3,CRITICAL,red
30.94,45.18,24.63,2.72,23.76,30.942,23,78.2,184.3,23.02,heavy,200.0,0.5,0,mild,6.96,agriculture,480.0,4479.7,37.9,34.7,14.41,121.0,Composite,2,HIGH,orange
39.32,55.26,20.54,2.7,29.876,39.323,36,61.5,176.1,19.83,heavy,200.0,0.43,1,dehydrated,6.82,agriculture,26.0,6981.6,38.2,35.8,0.0,141.1,Hot_Dry,3,CRITICAL,red
37.95,50.27,39.62,3.01,31.724,37.953,20,77.9,168.6,27.4,heavy,200.0,0.34,0,well,6.75,construction,30.0,6566.4,38.2,35.6,0.0,132.5,Hot_Dry,3,CRITICAL,red
36.49,46.95,54.44,1.79,32.637,46.641,47,52.7,176.0,17.0,heavy,200.0,0.39,0,well,6.1,quarry,480.0,5844.0,37.9,35.7,114.14,144.1,Semi_Arid,0,LOW,green
39.62,46.84,21.98,1.27,29.141,39.617,54,75.9,162.2,28.82,heavy,200.0,0.6,0,mild,6.07,construction,480.0,5972.9,37.9,35.4,67.64,141.8,Hot_Dry,0,LOW,green
36.66,43.18,37.15,1.33,29.545,36.665,57,45.9,157.0,18.61,heavy,200.0,0.63,1,dehydrated,6.6,agriculture,480.0,5278.6,37.8,35.2,18.0,142.5,Hot_Humid,2,HIGH,orange
33.12,42.28,40.63,1.17,27.602,34.115,39,58.8,171.3,20.02,heavy,200.0,0.49,0,mild,6.97,construction,480.0,4977.2,37.9,35.2,13.77,135.6,Composite,2,HIGH,orange
33.53,43.83,26.32,1.13,25.845,33.526,18,74.4,174.1,24.56,heavy,200.0,0.61,1,well,6.17,agriculture,480.0,5243.0,37.9,35.2,181.64,125.2,Hot_Dry,0,LOW,green
39.27,53.1,52.48,2.12,35.464,54.119,34,79.7,152.7,34.2,heavy,200.0,0.33,1,mild,6.15,road_work,40.0,7691.9,38.1,36.3,0.0,135.0,Semi_Arid,3,CRITICAL,red
37.17,40.08,50.68,3.72,30.77,46.596,56,71.6,180.0,22.11,heavy,200.0,0.31,0,mild,6.31,salt_pan,480.0,5368.6,38.0,34.8,53.28,143.0,Hot_Dry,1,MODERATE,yellow
32.17,41.03,73.13,1.33,30.713,42.125,60,81.7,178.6,25.62,heavy,200.0,0.63,0,mild,6.39,construction,480.0,4830.0,37.7,35.2,48.48,143.2,Highland,1,MODERATE,yellow
36.79,44.74,77.44,2.75,35.047,62.939,45,71.5,180.0,22.06,heavy,200.0,0.37,1,dehydrated,6.49,agriculture,94.0,8754.1,38.2,35.8,0.0,151.1,Highland,3,CRITICAL,red
33.52,41.51,81.75,2.56,32.442,51.195,29,50.0,179.6,15.49,heavy,200.0,0.48,1,well,6.85,agriculture,480.0,5838.5,37.8,35.2,140.73,138.4,Semi_Arid,0,LOW,green
38.5,47.85,75.23,1.98,36.947,69.452,46,81.1,176.0,26.18,heavy,200.0,0.62,1,mild,6.54,agriculture,24.0,8683.4,41.8,38.0,0.0,140.1,Hot_Dry,3,CRITICAL,red
37.84,50.19,52.27,2.23,33.805,49.438,21,58.2,166.1,21.09,heavy,200.0,0.35,1,mild,6.05,construction,42.0,6785.2,38.0,35.9,0.0,147.1,Semi_Arid,3,CRITICAL,red
35.53,40.57,66.41,3.9,31.577,50.172,35,59.2,159.5,23.28,heavy,200.0,0.64,1,dehydrated,6.71,construction,480.0,6407.4,37.9,34.9,11.16,142.2,Hot_Dry,2,HIGH,orange
36.55,50.14,49.03,1.96,32.507,44.105,18,53.0,176.0,17.09,heavy,200.0,0.69,0,dehydrated,6.52,construction,480.0,6457.3,38.0,35.7,0.0,151.3,Semi_Arid,3,CRITICAL,red
35.42,38.92,41.5,4.78,27.857,38.501,57,50.1,153.5,21.29,heavy,200.0,0.61,0,mild,6.81,tea_plantation,480.0,4728.7,37.9,34.2,23.31,133.7,Hot_Humid,2,HIGH,orange
34.93,39.47,18.64,2.64,23.767,34.933,36,67.5,152.1,29.16,heavy,200.0,0.68,0,mild,6.42,salt_pan,480.0,4938.3,38.0,34.7,46.91,134.0,Hot_Dry,1,MODERATE,yellow
39.17,44.7,48.94,1.11,33.49,51.418,24,63.8,150.6,28.11,heavy,200.0,0.4,0,well,6.98,salt_pan,480.0,7377.7,37.9,35.9,61.05,146.2,Hot_Dry,0,LOW,green
37.55,43.17,44.06,2.83,30.8,44.272,50,50.7,177.6,16.07,heavy,200.0,0.56,0,mild,6.28,agriculture,480.0,5577.7,37.9,35.1,55.16,131.8,Composite,1,MODERATE,yellow
33.87,47.4,81.07,3.65,33.481,52.264,47,78.0,172.3,26.3,heavy,200.0,0.51,0,mild,6.81,salt_pan,480.0,6270.9,37.8,35.2,23.3,144.9,Hot_Dry,2,HIGH,orange
34.95,43.72,43.79,4.66,28.541,38.315,36,65.4,174.9,21.36,heavy,200.0,0.59,1,dehydrated,6.47,construction,53.0,5324.8,38.0,34.6,0.0,136.4,Hot_Humid,3,CRITICAL,red
31.41,37.79,45.73,2.45,25.865,32.449,38,72.6,168.2,25.64,heavy,200.0,0.41,0,mild,6.81,tea_plantation,480.0,4059.0,37.9,34.6,23.26,137.8,Hot_Humid,2,HIGH,orange
35.34,37.58,77.7,2.46,32.628,56.532,57,73.9,163.6,27.61,heavy,200.0,0.48,1,well,6.14,quarry,480.0,6177.7,37.7,35.0,183.33,130.7,Semi_Arid,0,LOW,green
28.65,33.52,70.73,2.92,25.81,32.107,30,64.5,171.6,21.91,heavy,200.0,0.67,1,mild,6.78,agriculture,480.0,3552.7,37.8,34.4,90.24,117.9,Highland,0,LOW,green
32.21,36.45,71.82,2.46,29.337,41.722,44,52.1,150.2,23.08,heavy,200.0,0.62,0,dehydrated,6.08,brick_kiln,480.0,4346.7,37.8,34.8,0.0,140.2,Composite,3,CRITICAL,red
34.03,49.25,60.41,3.73,31.516,42.429,43,66.7,168.4,23.52,heavy,200.0,0.6,1,mild,6.96,construction,480.0,5420.3,37.9,35.1,79.15,137.1,Semi_Arid,0,LOW,green
32.74,47.05,82.79,1.82,33.277,48.51,38,62.1,161.4,23.82,heavy,200.0,0.59,1,well,6.65,agriculture,480.0,6595.0,37.7,35.6,153.11,125.9,Semi_Arid,0,LOW,green
33.63,51.56,39.91,1.41,29.621,33.633,36,57.5,151.7,24.97,heavy,200.0,0.52,1,mild,6.75,construction,480.0,5787.6,38.0,35.7,92.02,135.2,Hot_Dry,0,LOW,green
38.35,42.0,73.19,2.47,35.257,66.842,32,67.1,164.5,24.82,heavy,200.0,0.35,1,well,6.93,construction,38.0,9302.3,39.1,36.3,0.0,143.6,Semi_Arid,3,CRITICAL,red
37.92,40.94,27.57,2.48,27.798,37.916,51,75.7,168.4,26.69,heavy,200.0,0.35,1,well,6.79,construction,55.0,5418.1,38.0,35.0,0.0,125.6,Semi_Arid,3,CRITICAL,red
36.39,49.49,61.93,3.34,33.598,50.519,41,67.8,152.9,28.98,heavy,200.0,0.55,0,mild,6.72,road_work,480.0,6562.4,37.9,35.4,28.78,145.2,Semi_Arid,2,HIGH,orange
34.39,40.49,37.89,4.02,26.816,34.387,56,49.1,180.0,15.15,heavy,200.0,0.51,0,well,6.43,brick_kiln,480.0,4508.4,37.9,34.4,94.3,129.2,Hot_Dry,0,LOW,green
36.86,42.88,39.59,4.02,29.21,36.864,26,79.3,171.7,26.91,heavy,200.0,0.51,1,well,6.58,tea_plantation,37.0,5746.7,38.1,34.8,0.0,128.4,Hot_Humid,3,CRITICAL,red
35.04,41.8,77.11,3.66,32.811,54.843,31,53.6,176.6,17.18,heavy,200.0,0.52,1,mild,6.86,construction,480.0,7449.9,37.8,35.0,85.44,125.8,Semi_Arid,0,LOW,green
33.68,36.44,42.12,3.89,26.429,35.424,31,63.8,161.8,24.35,heavy,200.0,0.36,1,dehydrated,6.78,fishing,88.0,4606.4,38.0,34.2,0.0,137.2,Hot_Humid,3,CRITICAL,red
37.8,52.24,60.21,2.1,35.327,54.375,27,59.4,166.4,21.45,heavy,200.0,0.7,1,mild,6.97,salt_pan,480.0,8731.1,37.8,35.9,78.59,132.4,Hot_Dry,0,LOW,green
33.86,36.03,67.7,2.63,29.962,45.175,43,67.7,164.3,25.07,heavy,200.0,0.34,0,well,6.65,road_work,480.0,4486.7,37.9,34.7,80.75,139.8,Semi_Arid,0,LOW,green
30.61,35.41,82.7,0.98,29.541,40.506,37,78.9,160.1,30.81,heavy,200.0,0.42,0,mild,6.29,agriculture,480.0,4710.2,37.7,35.1,54.68,141.3,Highland,1,MODERATE,yellow
37.52,44.52,40.4,2.5,30.563,42.509,32,75.4,169.4,26.28,heavy,200.0,0.4,1,mild,6.61,construction,38.0,5980.4,38.1,35.4,0.0,129.0,Hot_Dry,3,CRITICAL,red
35.4,53.12,70.22,3.65,34.535,51.98,45,80.0,177.3,25.43,heavy,200.0,0.31,0,well,6.2,agriculture,480.0,6370.2,38.0,35.6,107.84,144.4,Hot_Dry,0,LOW,green
35.47,47.02,81.67,2.45,35.077,59.893,42,66.5,168.6,23.4,heavy,200.0,0.5,0,mild,6.47,construction,102.0,8921.2,38.3,35.9,0.0,151.6,Semi_Arid,3,CRITICAL,red
37.31,43.12,53.35,1.47,32.399,48.468,22,48.4,166.0,17.55,heavy,200.0,0.57,0,well,6.03,agriculture,480.0,6661.3,37.9,35.6,118.08,144.5,Highland,0,LOW,green
36.95,39.06,72.18,2.31,33.53,59.595,42,65.2,150.7,28.69,heavy,200.0,0.4,0,dehydrated,6.77,tea_plantation,480.0,7686.6,37.7,35.3,0.0,147.4,Hot_Humid,3,CRITICAL,red
31.88,43.52,80.3,2.69,31.373,44.067,19,79.1,174.1,26.09,heavy,200.0,0.62,1,dehydrated,6.51,tea_plantation,480.0,5161.9,37.8,35.2,23.2,132.5,Hot_Humid,2,HIGH,orange
28.94,42.73,72.55,2.87,28.074,33.067,55,45.6,167.8,16.19,heavy,200.0,0.65,1,mild,6.63,construction,480.0,3612.4,37.7,34.7,98.92,115.7,Highland,0,LOW,green
36.89,49.48,69.2,1.43,35.465,57.163,60,50.2,167.4,17.89,heavy,200.0,0.54,0,mild,6.72,road_labor,85.0,7954.3,38.8,36.4,0.0,145.8,Composite,3,CRITICAL,red
39.25,44.29,37.96,3.07,31.09,39.25,37,75.4,153.4,32.06,heavy,200.0,0.33,0,mild,6.47,agriculture,29.0,6481.3,38.2,35.3,0.0,144.4,Semi_Arid,3,CRITICAL,red
33.78,36.66,52.14,5.13,27.906,38.64,38,47.4,167.8,16.84,heavy,200.0,0.33,0,mild,6.36,agriculture,46.0,4714.3,38.0,33.9,0.0,134.7,Hot_Humid,3,CRITICAL,red
31.77,40.45,53.06,2.29,27.644,34.683,44,56.0,152.1,24.21,heavy,200.0,0.59,1,dehydrated,6.16,construction,480.0,4278.3,37.8,34.9,44.2,137.1,Hot_Humid,1,MODERATE,yellow
36.53,44.89,59.28,2.18,32.784,49.433,32,68.4,171.1,23.36,heavy,200.0,0.7,1,dehydrated,6.83,construction,480.0,6596.8,37.9,35.5,4.32,143.0,Composite,2,HIGH,orange
38.99,49.17,37.34,2.43,31.976,38.99,30,56.3,171.6,19.12,heavy,200.0,0.63,0,mild,6.14,agriculture,40.0,6601.9,38.1,35.6,0.0,132.3,Semi_Arid,3,CRITICAL,red
38.11,48.54,64.65,1.06,35.72,58.777,43,66.9,158.1,26.75,heavy,200.0,0.37,0,dehydrated,6.78,agriculture,74.0,8900.9,38.8,36.8,0.0,151.6,Highland,3,CRITICAL,red
39.04,51.78,63.1,3.19,36.206,61.322,23,63.9,175.6,20.71,heavy,200.0,0.32,0,well,6.14,construction,480.0,8992.9,37.9,35.9,111.88,135.7,Composite,0,LOW,green
39.74,46.84,33.22,1.08,31.653,39.742,25,75.2,180.1,23.19,heavy,200.0,0.39,0,well,6.48,agriculture,54.0,6767.8,38.0,36.0,0.0,137.9,Hot_Dry,3,CRITICAL,red
32.25,43.75,70.93,2.08,30.839,41.499,27,49.4,151.1,21.64,heavy,200.0,0.51,1,well,6.83,quarry,480.0,4997.3,37.9,35.3,142.5,127.0,Semi_Arid,0,LOW,green
33.51,51.39,17.26,1.89,25.257,33.509,39,52.4,178.3,16.49,heavy,200.0,0.48,0,dehydrated,6.68,salt_pan,85.0,5410.8,38.0,35.3,0.0,153.9,Hot_Dry,3,CRITICAL,red
36.2,50.17,72.92,3.06,35.049,56.928,24,59.6,162.1,22.66,heavy,200.0,0.46,0,mild,6.92,agriculture,480.0,8139.2,37.8,35.6,16.89,145.3,Hot_Dry,2,HIGH,orange
34.15,37.11,34.34,4.6,25.627,34.145,56,84.8,164.8,31.21,heavy,200.0,0.49,1,well,6.36,agriculture,480.0,4335.1,37.9,34.0,170.2,123.1,Hot_Humid,0,LOW,green
41.17,43.64,58.86,1.62,36.019,66.45,25,46.9,183.7,13.88,heavy,200.0,0.49,0,mild,6.16,agriculture,37.0,9332.9,39.9,37.1,0.0,144.5,Hot_Dry,3,CRITICAL,red
35.98,45.93,25.79,2.09,27.373,35.984,45,57.2,170.1,19.76,heavy,200.0,0.46,0,mild,6.83,agriculture,480.0,5377.3,38.0,35.2,22.29,136.4,Semi_Arid,2,HIGH,orange
34.4,43.35,51.03,2.82,29.66,39.661,46,53.5,179.7,16.57,heavy,200.0,0.58,1,well,6.86,brick_kiln,480.0,4954.0,37.9,35.0,140.24,126.5,Hot_Dry,0,LOW,green
36.74,39.92,53.75,1.25,31.473,46.993,23,62.1,164.2,23.0,heavy,200.0,0.66,1,dehydrated,6.52,quarry,480.0,6644.3,37.8,35.4,22.89,145.0,Semi_Arid,2,HIGH,orange
35.55,46.98,44.96,5.29,29.589,40.0,59,63.5,182.4,19.09,heavy,200.0,0.55,1,well,6.27,tea_plantation,480.0,5133.8,37.9,34.5,175.86,126.5,Hot_Humid,0,LOW,green
31.95,46.44,57.11,2.55,29.392,36.122,27,64.6,177.1,20.59,heavy,200.0,0.42,1,mild,6.88,road_work,480.0,4816.3,37.9,35.2,83.73,144.9,Semi_Arid,0,LOW,green
32.34,42.19,82.32,2.67,31.69,46.693,51,70.6,153.9,29.81,heavy,200.0,0.49,0,well,6.61,construction,480.0,4680.2,37.7,35.1,83.12,143.2,Highland,0,LOW,green
36.75,40.31,68.92,3.87,32.813,56.427,56,83.2,153.4,35.33,heavy,200.0,0.43,0,dehydrated,6.0,tea_plantation,480.0,6455.4,37.8,34.8,0.0,152.2,Hot_Humid,3,CRITICAL,red
36.53,40.98,75.38,5.03,33.384,60.136,60,62.6,157.9,25.12,heavy,200.0,0.35,0,dehydrated,6.55,fishing,97.0,7922.5,38.2,34.8,0.0,149.9,Hot_Humid,3,CRITICAL,red
39.26,50.86,60.56,2.08,36.174,60.153,24,75.2,157.6,30.26,heavy,200.0,0.3,0,mild,6.16,brick_kiln,480.0,8531.5,37.9,36.2,62.58,148.1,Hot_Dry,0,LOW,green
38.07,53.48,76.94,3.45,37.51,68.818,37,62.2,175.1,20.29,heavy,200.0,0.59,0,well,6.64,road_work,23.0,9179.1,41.7,37.8,0.0,138.2,Semi_Arid,3,CRITICAL,red
38.35,53.69,54.51,1.28,35.481,52.474,56,47.1,163.3,17.67,heavy,200.0,0.58,1,well,6.21,road_work,141.0,8190.8,38.3,36.3,0.0,138.1,Semi_Arid,3,CRITICAL,red
34.99,43.1,40.54,2.01,28.756,37.362,48,74.4,182.8,22.28,heavy,200.0,0.52,1,well,6.66,tea_plantation,480.0,4963.4,37.9,35.1,152.31,131.2,Highland,0,LOW,green
37.06,43.43,75.36,3.75,34.444,62.562,54,66.7,169.0,23.34,heavy,200.0,0.64,0,dehydrated,6.07,agriculture,38.0,8261.1,39.9,36.2,0.0,150.1,Semi_Arid,3,CRITICAL,red
32.64,48.11,26.73,2.26,25.891,32.636,37,46.3,154.3,19.46,heavy,200.0,0.62,1,well,6.29,construction,480.0,4998.1,37.9,35.1,174.86,127.2,Semi_Arid,0,LOW,green
37.86,45.56,45.63,2.09,31.953,45.817,44,53.1,153.3,22.6,heavy,200.0,0.57,1,well,6.23,salt_pan,480.0,6030.7,38.0,35.5,178.41,134.7,Hot_Dry,0,LOW,green
33.19,37.15,57.72,2.1,28.64,39.183,33,74.5,157.3,30.11,heavy,200.0,0.67,0,mild,6.54,construction,480.0,4738.3,37.9,35.0,39.64,135.4,Composite,1,MODERATE,yellow
34.8,48.36,78.13,2.36,34.447,54.464,24,83.1,173.0,27.75,heavy,200.0,0.64,1,dehydrated,6.41,construction,480.0,8617.6,37.7,35.6,29.34,137.3,Composite,2,HIGH,orange
35.06,51.49,38.64,2.52,30.033,35.064,27,45.4,166.0,16.48,heavy,200.0,0.48,0,mild,6.17,agriculture,45.0,5810.1,38.0,35.5,0.0,135.3,Hot_Dry,3,CRITICAL,red
35.17,47.84,40.59,3.59,29.359,37.724,31,68.4,184.2,20.16,heavy,200.0,0.33,1,mild,6.21,brick_kiln,35.0,5655.4,38.1,35.1,0.0,128.5,Hot_Dry,3,CRITICAL,red
38.45,54.41,34.64,1.58,32.452,38.455,43,61.4,175.7,19.91,heavy,200.0,0.64,1,mild,6.61,brick_kiln,480.0,6804.8,38.0,35.9,100.46,137.2,Hot_Dry,0,LOW,green
